id,date_ms,sym,side,size,akk
509,1787645230266,MINIMAXUSDT,Buy,39.9984,2
510,1787645230453,MINIMAXUSDT,Sell,39.9984,3
511,1787645230807,MINIMAXUSDT,Sell,79.9968,4
512,1787645231678,MNSTUSDT,Buy,39.7629,0
513,1787645231862,MNSTUSDT,Sell,39.7629,1
514,1787645232061,MNSTUSDT,Buy,39.7629,2
515,1787645232244,MNSTUSDT,Sell,39.7629,3
516,1787645232611,MNSTUSDT,Sell,79.5258,4
517,1787645233464,MOVEUSDT,Sell,39.99534,1
518,1787645233648,MOVEUSDT,Buy,39.99534,2
519,1787645233834,MOVEUSDT,Sell,39.99534,3
520,1787645234189,MOVEUSDT,Sell,79.99855,4
521,1787645811666,AGIUSDT,Buy,39.97056,1
522,1787645811851,AGIUSDT,Sell,39.97056,2
523,1787645812050,AGIUSDT,Buy,39.97056,3
524,1787645812403,AGIUSDT,Buy,79.94112,4
525,1787645819198,IOSTUSDT,Buy,39.9996948,0
526,1787645819385,IOSTUSDT,Sell,39.9996948,1
527,1787645819568,IOSTUSDT,Buy,39.9996948,2
528,1787645819752,IOSTUSDT,Sell,39.9996948,3
529,1787645820102,IOSTUSDT,Sell,79.9999772,4
530,1787646422856,AGIUSDT,Sell,39.99039,2
531,1787646425869,ALABUSDT,Buy,39.8454,0
532,1787646426053,ALABUSDT,Sell,39.8454,1
533,1787646426240,ALABUSDT,Buy,39.8454,2
534,1787646426442,ALABUSDT,Sell,39.8454,3
535,1787646427451,ALABUSDT,Sell,79.6908,4
536,1787646433203,BANUSDT,Buy,39.98652,0
537,1787646433401,BANUSDT,Sell,39.98652,1
538,1787646433585,BANUSDT,Buy,39.98652,2
539,1787646433782,BANUSDT,Sell,39.98652,3
540,1787646434305,BANUSDT,Sell,79.97304,4
541,1787646438999,BNCUSDT,Buy,39.9415,3
542,1787646442485,CRDOUSDT,Buy,38.5492,0
543,1787646442682,CRDOUSDT,Sell,38.5492,1
544,1787646442866,CRDOUSDT,Buy,38.5492,2
545,1787646443053,CRDOUSDT,Sell,38.5492,3
546,1787646443842,CRDOUSDT,Sell,79.366,4
547,1787646448905,FLYUSDT,Buy,39.9685,1
548,1787646449088,FLYUSDT,Sell,39.9685,2
549,1787646449278,FLYUSDT,Buy,39.9685,3
550,1787646449810,FLYUSDT,Buy,79.937,4
551,1787647010093,AGIUSDT,Sell,39.96512,2
552,1787647010278,AGIUSDT,Buy,39.96512,3
553,1787647016962,KSTRUSDT,Buy,39.7746,0
554,1787647017148,KSTRUSDT,Sell,39.7746,1
555,1787647017334,KSTRUSDT,Buy,39.7746,2
556,1787647017519,KSTRUSDT,Sell,39.7746,3
557,1787647017874,KSTRUSDT,Sell,79.7818,4
558,1787647611156,AGIUSDT,Sell,39.9465,2
559,1787647615343,DKNGUSDT,Sell,39.963,0
560,1787647615533,DKNGUSDT,Buy,39.963,1
561,1787647615729,DKNGUSDT,Sell,39.963,2
562,1787647615915,DKNGUSDT,Buy,39.963,3
563,1787647616263,DKNGUSDT,Buy,79.926,4
564,1787647617937,FWDIUSDT,Sell,39.6,1
565,1787647618129,FWDIUSDT,Buy,39.6,2
566,1787647618318,FWDIUSDT,Sell,39.6,3
567,1787647618685,FWDIUSDT,Sell,79.8,4
568,1787648209479,AGIUSDT,Buy,39.99892,1
569,1787648209665,AGIUSDT,Sell,39.99892,2
570,1787648212665,CXMTUSDT,Buy,39.8592,3
571,1787648810206,AGIUSDT,Sell,39.96,2
572,1787648812067,BBXUSDT,Sell,39.831,3
573,1787648813925,FLYUSDT,Sell,39.8328,2
574,1787648816097,NESAUSDT,Buy,39.9256,0
575,1787648816280,NESAUSDT,Sell,39.9256,1
576,1787648816480,NESAUSDT,Buy,39.9256,2
577,1787648816665,NESAUSDT,Sell,39.9256,3
578,1787648817038,NESAUSDT,Sell,79.9908,4
579,1787649408608,AGIUSDT,Buy,39.98442,1
580,1787649408792,AGIUSDT,Sell,39.98442,2
581,1787649415721,NESAUSDT,Sell,39.9313,3
582,1787650010357,AGIUSDT,Sell,39.98982,0
583,1787650010549,AGIUSDT,Buy,39.98982,1
584,1787650010744,AGIUSDT,Sell,39.98982,2
585,1787650010937,AGIUSDT,Buy,39.98982,3
586,1787650011294,AGIUSDT,Buy,79.97964,4
587,1787650017276,NESAUSDT,Sell,39.8603,3
588,1787650611681,AGIUSDT,Sell,39.95992,0
589,1787650611866,AGIUSDT,Buy,39.95992,1
590,1787650612051,AGIUSDT,Sell,39.95992,2
591,1787650612234,AGIUSDT,Buy,39.95992,3
592,1787651211921,AGIUSDT,Sell,39.9415,2
593,1787651212119,AGIUSDT,Buy,39.9415,3
594,1787651213138,BBXUSDT,Sell,39.46,3
595,1787651216665,NESAUSDT,Sell,39.9492,1
596,1787651216847,NESAUSDT,Buy,39.9492,2
597,1787651217030,NESAUSDT,Sell,39.9492,3
598,1787651217381,NESAUSDT,Sell,79.8984,4
599,1787651809495,AGIUSDT,Sell,39.94272,2
600,1787651809848,AGIUSDT,Buy,79.94976,4
601,1787651811634,CRDOUSDT,Sell,38.9742,3
602,1787651814349,NESAUSDT,Buy,39.9218,2
603,1787652409417,AGIUSDT,Buy,39.95775,1
604,1787652409609,AGIUSDT,Sell,39.95775,2
605,1787652409798,AGIUSDT,Buy,39.95775,3
606,1787652410152,AGIUSDT,Buy,79.97745,4
607,1787653008939,AGIUSDT,Sell,39.9415,2
608,1787653011613,NESAUSDT,Buy,39.9766,2
609,1787653609326,AGIUSDT,Buy,39.95468,1
610,1787653609513,AGIUSDT,Sell,39.95468,2
611,1787653610541,FWDIUSDT,Sell,39.6573,2
612,1787653610725,FWDIUSDT,Buy,39.6573,3
613,1787653612586,NESAUSDT,Buy,39.9492,2
614,1787653612779,NESAUSDT,Sell,39.9492,3
615,1787654208805,AGIUSDT,Buy,39.9424,1
616,1787654208990,AGIUSDT,Sell,39.9424,2
617,1787654209176,AGIUSDT,Buy,39.9424,3
618,1787654209535,AGIUSDT,Buy,79.948,4
619,1787654212106,NESAUSDT,Sell,39.864,3
620,1787654809132,AGIUSDT,Buy,39.99107,3
621,1787654811894,NESAUSDT,Buy,39.91,0
622,1787654812088,NESAUSDT,Sell,39.91,1
623,1787654812330,NESAUSDT,Buy,39.91,2
624,1787654812523,NESAUSDT,Sell,39.91,3
625,1787654812888,NESAUSDT,Sell,79.9735,4
626,1787655409075,AGIUSDT,Buy,39.97818,1
627,1787655409264,AGIUSDT,Sell,39.97818,2
628,1787655409456,AGIUSDT,Buy,39.97818,3
629,1787655409812,AGIUSDT,Buy,79.95636,4
630,1787655412356,NESAUSDT,Buy,39.987,0
631,1787655412554,NESAUSDT,Sell,39.987,1
632,1787655412752,NESAUSDT,Buy,39.987,2
633,1787655413120,NESAUSDT,Sell,79.974,4
634,1787656008607,AGIUSDT,Sell,39.999,2
635,1787656609333,AGIUSDT,Buy,39.98282,3
636,1787657378585,AGIUSDT,Sell,39.94663,0
637,1787657380914,NESAUSDT,Buy,39.8641,2
638,1787657977788,AGIUSDT,Buy,39.9916,1
639,1787657978402,AGIUSDT,Sell,39.9916,2
640,1787657980261,NESAUSDT,Buy,39.9852,2
641,1787657981042,NESAUSDT,Sell,79.9704,4
642,1787658568459,AGIUSDT,Sell,39.94624,2
643,1787658570905,NESAUSDT,Sell,39.91,1
644,1787659009533,NESAUSDT,Buy,39.9288,2
645,1787659612045,ACXUSDT,Buy,39.96611,1
646,1787659612238,ACXUSDT,Sell,39.96611,2
647,1787659612426,ACXUSDT,Buy,39.96611,3
648,1787659612788,ACXUSDT,Buy,79.97355,4
649,1787659615316,MOVEUSDT,Buy,39.99892,3
650,1787660210611,NESAUSDT,Buy,39.9266,2
651,1787660812189,NESAUSDT,Sell,39.9734,1
652,1787661410250,NESAUSDT,Buy,39.9734,2
653,1787661410607,NESAUSDT,Sell,79.9468,4
654,1787662007376,GRVTUSDT,Buy,39.8076,3
655,1787662008394,NESAUSDT,Buy,39.8658,2
656,1787663209384,AGIUSDT,Sell,39.93946,0
657,1787663209573,AGIUSDT,Buy,39.93946,1
658,1787663209771,AGIUSDT,Sell,39.93946,2
659,1787663210039,AGIUSDT,Buy,39.93946,3
660,1787663210407,AGIUSDT,Buy,79.94046,4
661,1787663811185,AGIUSDT,Buy,39.9848,3
662,1787664408868,FWDIUSDT,Buy,39.6304,1
663,1787664409055,FWDIUSDT,Buy,39.6304,3
664,1787664409406,FWDIUSDT,Buy,79.8436,4
665,1787666207878,AGIUSDT,Buy,39.99522,1
666,1787666208389,AGIUSDT,Sell,39.99522,2
667,1787666208585,AGIUSDT,Buy,39.99522,3
668,1787666208943,AGIUSDT,Buy,79.99044,4
669,1787666807144,AGIUSDT,Sell,39.98842,2
670,1787667408054,AGIUSDT,Buy,39.94152,1
671,1787667408255,AGIUSDT,Sell,39.94152,2
672,1787667408605,AGIUSDT,Buy,79.9443,4
673,1787669208823,1000BTTUSDT,Buy,39.99537,3
674,1787669209844,AGIUSDT,Sell,39.96545,0
675,1787669210028,AGIUSDT,Buy,39.96545,1
676,1787669210216,AGIUSDT,Sell,39.96545,2
677,1787669210400,AGIUSDT,Buy,39.96545,3
678,1787669210755,AGIUSDT,Buy,79.99505,4
679,1787669808119,AGIUSDT,Sell,39.98647,2
680,1787670411330,AGIUSDT,Sell,39.94744,0
681,1787670411515,AGIUSDT,Buy,39.94744,1
682,1787670411702,AGIUSDT,Sell,39.94744,2
683,1787670411891,AGIUSDT,Buy,39.94744,3
684,1787670412560,AGIUSDT,Buy,79.96521,4
685,1787671008654,AGIUSDT,Sell,39.99744,2
686,1787671008847,AGIUSDT,Buy,39.99744,3
687,1787671609029,1000BTTUSDT,Buy,39.97257,3
688,1787671610060,AGIUSDT,Buy,39.9504,1
689,1787671610249,AGIUSDT,Sell,39.9504,2
690,1787671610435,AGIUSDT,Buy,39.9504,3
691,1787671610789,AGIUSDT,Buy,79.9704,4
692,1787672209570,AGIUSDT,Sell,39.95714,2
693,1787672209757,AGIUSDT,Buy,39.95714,3
694,1787672820312,AGIUSDT,Buy,39.93133,1
695,1787672820498,AGIUSDT,Sell,39.93133,2
696,1787672820875,AGIUSDT,Buy,79.93435,4
697,1787673413370,AGIUSDT,Sell,39.9376,0
698,1787673413560,AGIUSDT,Buy,39.9376,1
699,1787673413768,AGIUSDT,Sell,39.9376,2
700,1787673413959,AGIUSDT,Buy,39.9376,3
701,1787673414345,AGIUSDT,Buy,79.94848,4
702,1787674013736,AGIUSDT,Buy,39.98136,3
703,1787674014822,APPSTOCKUSDT,Sell,39.8359,3
704,1787674015903,ARIAUSDT,Sell,39.98144,1
705,1787674016089,ARIAUSDT,Buy,39.98144,2
706,1787674016290,ARIAUSDT,Sell,39.98144,3
707,1787674016653,ARIAUSDT,Sell,79.99152,4
708,1787674017551,BNCUSDT,Sell,39.8145,0
709,1787674017753,BNCUSDT,Sell,39.8145,2
710,1787674017952,BNCUSDT,Buy,39.8145,3
711,1787674019032,DOSUSDT,Buy,39.92,0
712,1787674019232,DOSUSDT,Sell,39.92,1
713,1787674019416,DOSUSDT,Buy,39.92,2
714,1787674019616,DOSUSDT,Sell,39.92,3
715,1787674019992,DOSUSDT,Sell,79.84,4
716,1787674020898,JSTUSDT,Buy,39.884,1
717,1787674021097,JSTUSDT,Sell,39.884,2
718,1787674021305,JSTUSDT,Buy,39.884,3
719,1787674021682,JSTUSDT,Buy,79.768,4
720,1787674613585,AGIUSDT,Buy,39.99501,1
721,1787674613802,AGIUSDT,Sell,39.99501,2
722,1787674613995,AGIUSDT,Buy,39.99501,3
723,1787674614383,AGIUSDT,Buy,79.99002,4
724,1787675210842,AGIUSDT,Buy,39.99856,1
725,1787675211028,AGIUSDT,Sell,39.99856,2
726,1787675211217,AGIUSDT,Buy,39.99856,3
727,1787675211587,AGIUSDT,Buy,79.99712,4
728,1787675810884,AGIUSDT,Buy,39.95394,1
729,1787675811072,AGIUSDT,Sell,39.95394,2
730,1787675811437,AGIUSDT,Buy,79.97847,4
731,1787676418912,1000RATSUSDT,Buy,39.951,0
732,1787676419104,1000RATSUSDT,Sell,39.951,1
733,1787676419312,1000RATSUSDT,Buy,39.951,2
734,1787676419502,1000RATSUSDT,Sell,39.951,3
735,1787676420045,1000RATSUSDT,Sell,79.902,4
736,1787676422507,AGIUSDT,Buy,39.9933,1
737,1787676422695,AGIUSDT,Sell,39.9933,2
738,1787676428524,BICOUSDT,Sell,39.9999375,0
739,1787676428710,BICOUSDT,Buy,39.9999375,1
740,1787676428894,BICOUSDT,Sell,39.9999375,2
741,1787676429094,BICOUSDT,Buy,39.9999375,3
742,1787676429627,BICOUSDT,Buy,79.999875,4
743,1787676437344,MAUSDT,Buy,35.6544,3
744,1787677011036,AGIUSDT,Buy,39.96066,1
745,1787677011436,AGIUSDT,Sell,39.96066,2
746,1787677011812,AGIUSDT,Buy,39.96066,3
747,1787677012338,AGIUSDT,Buy,79.99686,4
748,1787677014226,BICOUSDT,Buy,39.9982732,3
749,1787677611041,AGIUSDT,Sell,39.95344,0
750,1787677611261,AGIUSDT,Sell,39.95344,2
751,1787677611467,AGIUSDT,Buy,39.95344,3
752,1787678208615,AGIUSDT,Sell,39.95835,2
753,1787678810193,AGIUSDT,Buy,39.97575,1
754,1787678810379,AGIUSDT,Sell,39.97575,2
755,1787678810878,AGIUSDT,Buy,39.97575,3
756,1787678811231,AGIUSDT,Buy,79.9515,4
757,1787679409541,AGIUSDT,Sell,39.987,2
758,1787680010286,AGIUSDT,Buy,39.95187,1
759,1787680010490,AGIUSDT,Sell,39.95187,2
760,1787680010869,AGIUSDT,Buy,79.97955,4
761,1787680609710,AGIUSDT,Sell,39.94592,0
762,1787680609900,AGIUSDT,Sell,39.94592,2
763,1787680610109,AGIUSDT,Buy,39.94592,3
764,1787681209007,AGIUSDT,Sell,39.95082,2
765,1787681810728,AGIUSDT,Buy,39.95835,1
766,1787681810913,AGIUSDT,Buy,39.95835,3
767,1787681811262,AGIUSDT,Buy,79.98975,4
768,1787681813843,ESPORTSUSDT,Buy,39.99195,0
769,1787681814040,ESPORTSUSDT,Sell,39.99195,1
770,1787682414396,ACXUSDT,Sell,39.99549,2
771,1787682414582,ACXUSDT,Buy,39.99549,3
772,1787682415607,AGIUSDT,Sell,39.94828,2
773,1787682415794,AGIUSDT,Buy,39.94828,3
774,1787683015125,ACXUSDT,Buy,39.98808,3
775,1787683016149,AGIUSDT,Sell,39.98208,2
776,1787683615661,AGIUSDT,Sell,39.94304,2
777,1787683615848,AGIUSDT,Buy,39.94304,3
778,1787684210243,AGIUSDT,Buy,39.97968,3
779,1787684211281,AMCUSDT,Buy,39.9022,0
780,1787684211467,AMCUSDT,Sell,39.9022,1
781,1787684211721,AMCUSDT,Buy,39.9022,2
782,1787684211908,AMCUSDT,Sell,39.9022,3
783,1787684212271,AMCUSDT,Sell,79.8044,4
784,1787685409553,ACXUSDT,Sell,39.97607,2
785,1787685410577,AGIUSDT,Sell,39.98772,2
786,1787685411664,AMCUSDT,Buy,39.9244,2
787,1787686010994,AGIUSDT,Sell,39.93242,2
788,1787686013019,GEVUSDT,Sell,39.98011,1
789,1787686013206,GEVUSDT,Buy,39.98011,2
790,1787686013393,GEVUSDT,Sell,39.98011,3
791,1787686013767,GEVUSDT,Sell,79.96022,4
792,1787686014693,HOMEUSDT,Sell,39.95376,0
793,1787686014884,HOMEUSDT,Buy,39.95376,1
794,1787686015073,HOMEUSDT,Sell,39.95376,2
795,1787686015261,HOMEUSDT,Buy,39.95376,3
796,1787686015636,HOMEUSDT,Buy,79.96956,4
797,1787686016547,JSTUSDT,Buy,39.38,3
798,1787686610745,AGIUSDT,Buy,39.9588,1
799,1787686610941,AGIUSDT,Buy,39.9588,3
800,1787686611290,AGIUSDT,Buy,79.98795,4
801,1787687211250,AGIUSDT,Buy,39.97,3
802,1787687212269,APPSTOCKUSDT,Sell,37.1556,3
803,1787687810418,AGIUSDT,Buy,39.97084,1
804,1787687810606,AGIUSDT,Sell,39.97084,2
805,1787687810968,AGIUSDT,Buy,79.94168,4
806,1787688410117,1000000MOGUSDT,Sell,39.9852,0
807,1787688410309,1000000MOGUSDT,Buy,39.9852,1
808,1787688410499,1000000MOGUSDT,Sell,39.9852,2
809,1787688410691,1000000MOGUSDT,Buy,39.9852,3
810,1787688411049,1000000MOGUSDT,Buy,79.9704,4
811,1787688413598,APPSTOCKUSDT,Sell,37.3692,1
812,1787688413789,APPSTOCKUSDT,Buy,37.3692,2
813,1787688414260,APPSTOCKUSDT,Sell,77.8525,4
814,1787688415119,BANANAUSDT,Buy,39.99512,1
815,1787688415307,BANANAUSDT,Sell,39.99512,2
816,1787688415497,BANANAUSDT,Buy,39.99512,3
817,1787688415866,BANANAUSDT,Buy,79.99024,4
818,1787689014780,HANAUSDT,Buy,39.9703,0
819,1787689014976,HANAUSDT,Sell,39.9703,1
820,1787689015169,HANAUSDT,Buy,39.9703,2
821,1787689015358,HANAUSDT,Sell,39.9703,3
822,1787689015734,HANAUSDT,Sell,79.9406,4
823,1787690812173,BANANAUSDT,Buy,39.97125,3
824,1787690814166,HOMEUSDT,Buy,39.97188,3
825,1787692013084,1000RATSUSDT,Sell,39.7474,3
826,1787692014116,AGIUSDT,Sell,39.94123,0
827,1787692014307,AGIUSDT,Buy,39.94123,1
828,1787692014501,AGIUSDT,Sell,39.94123,2
829,1787692014695,AGIUSDT,Buy,39.94123,3
830,1787692015066,AGIUSDT,Buy,79.96093,4
831,1787692022021,NESAUSDT,Buy,39.9164,0
832,1787692022211,NESAUSDT,Sell,39.9164,1
833,1787692022399,NESAUSDT,Buy,39.9164,2
834,1787692022592,NESAUSDT,Sell,39.9164,3
835,1787692023061,NESAUSDT,Sell,79.9695,4
836,1787692615264,1000RATSUSDT,Sell,39.8398,1
837,1787692615450,1000RATSUSDT,Buy,39.8398,2
838,1787692615641,1000RATSUSDT,Sell,39.8398,3
839,1787692616003,1000RATSUSDT,Sell,79.6796,4
840,1787692616861,AGIUSDT,Buy,39.93192,3
841,1787692619626,HOMEUSDT,Buy,39.9812,1
842,1787692619808,HOMEUSDT,Sell,39.9812,2
843,1787692619997,HOMEUSDT,Buy,39.9812,3
844,1787692620356,HOMEUSDT,Buy,79.9624,4
845,1787692623527,NESAUSDT,Buy,39.8773,2
846,1787692623715,NESAUSDT,Sell,39.8773,3
847,1787693210853,AGIUSDT,Buy,39.9568,1
848,1787693211049,AGIUSDT,Buy,39.9568,3
849,1787693813831,AGIUSDT,Buy,39.97042,1
850,1787693814017,AGIUSDT,Sell,39.97042,2
851,1787694410546,ACXUSDT,Buy,39.9672,3
852,1787694411560,AGIUSDT,Sell,39.9441,0
853,1787694411745,AGIUSDT,Buy,39.9441,1
854,1787694411931,AGIUSDT,Sell,39.9441,2
855,1787694412127,AGIUSDT,Buy,39.9441,3
856,1787694412493,AGIUSDT,Buy,79.9709,4
857,1787695012235,AGIUSDT,Buy,39.98184,1
858,1787695012422,AGIUSDT,Sell,39.98184,2
859,1787695012732,AGIUSDT,Buy,39.98184,3
860,1787695015409,HOMEUSDT,Sell,39.99093,2
861,1787695608346,AGIUSDT,Buy,39.97992,1
862,1787695608532,AGIUSDT,Sell,39.97992,2
863,1787695608725,AGIUSDT,Buy,39.97992,3
864,1787696210050,AGIUSDT,Sell,39.94646,2
865,1787696211094,APPSTOCKUSDT,Sell,37.5516,3
866,1787696212950,HOMEUSDT,Sell,39.94485,2
867,1787696810279,AGIUSDT,Sell,39.9711,2
868,1787697411270,AGIUSDT,Sell,39.98757,2
869,1787697411462,AGIUSDT,Buy,39.98757,3
870,1787698010697,AGIUSDT,Sell,39.94653,2
871,1787698611969,AGIUSDT,Buy,39.94404,1
872,1787698612175,AGIUSDT,Sell,39.94404,2
873,1787698612368,AGIUSDT,Buy,39.94404,3
874,1787698612733,AGIUSDT,Buy,79.96671,4
875,1787699211134,AGIUSDT,Sell,39.95418,2
876,1787699810824,AGIUSDT,Buy,39.96768,1
877,1787699811009,AGIUSDT,Sell,39.96768,2
878,1787699811384,AGIUSDT,Buy,79.93536,4
879,1787700411102,AGIUSDT,Buy,39.928,1
880,1787700411289,AGIUSDT,Sell,39.928,2
881,1787700411491,AGIUSDT,Buy,39.928,3
882,1787701009290,AGIUSDT,Sell,39.9448,2
883,1787701610781,AGIUSDT,Buy,39.9249,1
884,1787701610965,AGIUSDT,Sell,39.9249,2
885,1787701611326,AGIUSDT,Buy,79.93195,4
886,1787702210958,AGIUSDT,Buy,39.99984,3
887,1787702808863,1000RATSUSDT,Sell,39.783,1
888,1787702809055,1000RATSUSDT,Buy,39.783,2
889,1787702809250,1000RATSUSDT,Sell,39.783,3
890,1787702809609,1000RATSUSDT,Sell,79.566,4
891,1787702811298,AGIUSDT,Buy,39.9891,1
892,1787702811490,AGIUSDT,Sell,39.9891,2
893,1787702811694,AGIUSDT,Buy,39.9891,3
894,1787702812058,AGIUSDT,Buy,79.9782,4
895,1787702812922,APLDUSDT,Sell,39.7679,0
896,1787702813115,APLDUSDT,Buy,39.7679,1
897,1787702813310,APLDUSDT,Sell,39.7679,2
898,1787702813511,APLDUSDT,Buy,39.7679,3
899,1787702813877,APLDUSDT,Buy,79.8219,4
900,1787702814823,BXUSDT,Buy,38.6775,1
901,1787702815016,BXUSDT,Sell,38.6775,2
902,1787702815230,BXUSDT,Buy,38.6775,3
903,1787702815586,BXUSDT,Buy,78.7875,4
904,1787702816440,FOLKSUSDT,Buy,39.993162,0
905,1787702816628,FOLKSUSDT,Sell,39.993162,1
906,1787702816819,FOLKSUSDT,Buy,39.993162,2
907,1787702817016,FOLKSUSDT,Sell,39.993162,3
908,1787702817374,FOLKSUSDT,Sell,79.986324,4
909,1787702819061,HOMEUSDT,Buy,39.9924,1
910,1787702819249,HOMEUSDT,Sell,39.9924,2
911,1787702819604,HOMEUSDT,Buy,79.9848,4
912,1787702820456,KORUUSDT,Sell,39.9168,0
913,1787702820672,KORUUSDT,Buy,39.9168,1
914,1787702820862,KORUUSDT,Sell,39.9168,2
915,1787702821056,KORUUSDT,Buy,39.9168,3
916,1787702821413,KORUUSDT,Buy,79.8336,4
917,1787703411147,1000BTTUSDT,Buy,39.98475,3
918,1787703413038,AGIUSDT,Sell,39.98895,2
919,1787703414080,B3USDT,Buy,39.95947,1
920,1787703414268,B3USDT,Sell,39.95947,2
921,1787703414456,B3USDT,Buy,39.95947,3
922,1787703415053,B3USDT,Buy,79.96785,4
923,1787704009736,1000000MOGUSDT,Sell,39.9789,3
924,1787704012464,AGIUSDT,Sell,39.99722,2
925,1787704016979,HOMEUSDT,Sell,39.99927,0
926,1787704017167,HOMEUSDT,Buy,39.99927,1
927,1787704017352,HOMEUSDT,Sell,39.99927,2
928,1787704019500,KSTRUSDT,Buy,39.814,3
929,1787704021347,MONUSDT,Sell,39.98775,0
930,1787704021574,MONUSDT,Buy,39.98775,1
931,1787704021761,MONUSDT,Sell,39.98775,2
932,1787704021945,MONUSDT,Buy,39.98775,3
933,1787704022298,MONUSDT,Buy,79.9755,4
934,1787704611100,AGIUSDT,Buy,39.9891,1
935,1787704611285,AGIUSDT,Sell,39.9891,2
936,1787705210278,AGIUSDT,Sell,39.96382,0
937,1787705210470,AGIUSDT,Buy,39.96382,1
938,1787705210663,AGIUSDT,Sell,39.96382,2
939,1787705210853,AGIUSDT,Buy,39.96382,3
940,1787705211207,AGIUSDT,Buy,79.92764,4
941,1787705810600,AGIUSDT,Sell,39.99576,0
942,1787705810797,AGIUSDT,Buy,39.99576,1
943,1787705810984,AGIUSDT,Sell,39.99576,2
944,1787705811343,AGIUSDT,Buy,79.99152,4
945,1787705812207,BLENDUSDT,Sell,39.966,0
946,1787705812402,BLENDUSDT,Buy,39.966,1
947,1787705812596,BLENDUSDT,Sell,39.966,2
948,1787705812789,BLENDUSDT,Buy,39.966,3
949,1787705813145,BLENDUSDT,Buy,79.99861,4
950,1787705816277,HOMEUSDT,Sell,39.95408,2
951,1787705816459,HOMEUSDT,Buy,39.95408,3
952,1787706409089,AGIUSDT,Sell,39.96927,0
953,1787706409279,AGIUSDT,Buy,39.96927,1
954,1787706409465,AGIUSDT,Sell,39.96927,2
955,1787706409658,AGIUSDT,Buy,39.96927,3
956,1787706410014,AGIUSDT,Buy,79.93854,4
957,1787706410864,BLENDUSDT,Sell,39.98706,2
958,1787707009249,AGIUSDT,Sell,39.97961,2
959,1787707609794,AGIUSDT,Sell,39.9642,2
960,1787708208819,AGIUSDT,Sell,39.97452,2
961,1787708209005,AGIUSDT,Buy,39.97452,3
962,1787708809837,AGIUSDT,Sell,39.97177,0
963,1787708810026,AGIUSDT,Buy,39.97177,1
964,1787708810210,AGIUSDT,Sell,39.97177,2
965,1787708811228,BLENDUSDT,Sell,39.99054,2
966,1787708814530,INTUUSDT,Buy,38.8608,0
967,1787708814713,INTUUSDT,Sell,38.8608,1
968,1787708814895,INTUUSDT,Buy,38.8608,2
969,1787708815078,INTUUSDT,Sell,38.8608,3
970,1787708815446,INTUUSDT,Sell,77.7216,4
971,1787709409177,AGIUSDT,Buy,39.96766,3
972,1787709412866,HOMEUSDT,Sell,39.95,2
973,1787710009179,AGIUSDT,Buy,39.996,1
974,1787710009446,AGIUSDT,Sell,39.996,2
975,1787710009832,AGIUSDT,Buy,39.996,3
976,1787710608263,AGIUSDT,Sell,39.9932,2
977,1787710609276,BLENDUSDT,Buy,39.96867,3
978,1787710611962,HOMEUSDT,Sell,39.93931,2
979,1787710612149,HOMEUSDT,Buy,39.93931,3
980,1787711208890,AGIUSDT,Buy,39.97452,1
981,1787711209073,AGIUSDT,Sell,39.97452,2
982,1787711808522,AGIUSDT,Sell,39.93264,2
983,1787712407683,AGIUSDT,Buy,39.98743,1
984,1787712407873,AGIUSDT,Sell,39.98743,2
985,1787712408060,AGIUSDT,Buy,39.98743,3
986,1787712408414,AGIUSDT,Buy,79.97486,4
987,1787712410114,FWDIUSDT,Buy,39.897,0
988,1787712410303,FWDIUSDT,Sell,39.897,1
989,1787712410488,FWDIUSDT,Buy,39.897,2
990,1787712410676,FWDIUSDT,Sell,39.897,3
991,1787712411028,FWDIUSDT,Sell,79.794,4
992,1787713008045,AGIUSDT,Sell,39.94741,2
993,1787713015234,MOVEUSDT,Sell,39.99471,0
994,1787713015422,MOVEUSDT,Buy,39.99471,1
995,1787713015612,MOVEUSDT,Sell,39.99471,2
996,1787713015801,MOVEUSDT,Buy,39.99471,3
997,1787713016156,MOVEUSDT,Buy,79.99809,4
998,1787713607935,1000BTTUSDT,Buy,39.99842,3
999,1787713608979,AGIUSDT,Sell,39.95361,2
1000,1787713610005,BNCUSDT,Sell,39.732,3
1001,1787713615449,HOMEUSDT,Sell,39.94316,2
1002,1787713617333,MOVEUSDT,Sell,39.99632,2
1003,1787714210003,AGIUSDT,Sell,39.9388,0
1004,1787714210189,AGIUSDT,Buy,39.9388,1
1005,1787714210376,AGIUSDT,Sell,39.9388,2
1006,1787714210565,AGIUSDT,Buy,39.9388,3
1007,1787714210920,AGIUSDT,Buy,79.94646,4
1008,1787714218033,MOVEUSDT,Sell,39.9929,0
1009,1787714218227,MOVEUSDT,Buy,39.9929,1
1010,1787714218420,MOVEUSDT,Sell,39.9929,2
1011,1787714810135,AGIUSDT,Sell,39.9616,0
1012,1787714810318,AGIUSDT,Buy,39.9616,1
1013,1787714810502,AGIUSDT,Sell,39.9616,2
1014,1787714810855,AGIUSDT,Buy,79.99456,4
1015,1787715409746,AGIUSDT,Sell,39.96216,2
1016,1787715409939,AGIUSDT,Buy,39.96216,3
1017,1787715416088,MOVEUSDT,Buy,39.99424,1
1018,1787715416278,MOVEUSDT,Sell,39.99424,2
1019,1787715416460,MOVEUSDT,Buy,39.99424,3
1020,1787716009315,AGIUSDT,Sell,39.99744,2
