id,date_ms,sym,side,pnl,akk
491,1787686021443,AGIUSDT,Buy,-1.40032,1
492,1787686027608,AGIUSDT,Buy,-0.59813,3
493,1787686032696,AGIUSDT,Buy,-3.05505,4
494,1787686635155,APPSTOCKUSDT,Sell,-0.4108,3
495,1787686844461,AGIUSDT,Buy,-0.39192,3
496,1787687263418,AGIUSDT,Sell,-0.36985,2
497,1787687673796,BICOUSDT,Sell,-0.347189,2
498,1787687818463,APPSTOCKUSDT,Sell,-1.222,1
499,1787687836421,APPSTOCKUSDT,Sell,-2.548,4
500,1787687854004,AGIUSDT,Sell,-0.48372,2
501,1787688591815,AGIUSDT,Sell,-1.10432,0
502,1787688635417,BNCUSDT,Buy,-0.3937,3
503,1787688812129,ADBEUSDT,Buy,-1.1452,0
504,1787689083990,HANAUSDT,Buy,-0.4053,2
505,1787689102173,FORMUSDT,Buy,-1.38092,0
506,1787689131709,HANAUSDT,Buy,-1.10589,0
507,1787689275491,GRVTUSDT,Buy,-0.39396,3
508,1787690285477,HOMEUSDT,Buy,-0.39928,3
509,1787690564600,BANANAUSDT,Buy,-0.39292,3
510,1787690581555,COTIUSDT,Sell,3.745321,0
511,1787690819690,FIGHTUSDT,Buy,-0.3861,2
512,1787690835185,1000000MOGUSDT,Buy,-0.40716,3
513,1787691421996,IOSTUSDT,Buy,-1.0823607,0
514,1787691682792,GRVTUSDT,Buy,-1.26165,1
515,1787692041789,BANUSDT,Buy,-1.086,0
516,1787692065871,GRVTUSDT,Buy,-3.2994,4
517,1787692093917,NESAUSDT,Buy,-0.8468,2
518,1787692098759,HOMEUSDT,Buy,-0.63729,3
519,1787692103830,HOMEUSDT,Buy,-2.56511,4
520,1787692112799,HOMEUSDT,Buy,-1.26868,1
521,1787692117787,1000RATSUSDT,Buy,-0.621,2
522,1787692131375,ARKUSDT,Buy,-1.09962,0
523,1787692285090,AGIUSDT,Buy,-0.41229,3
524,1787692425022,NESAUSDT,Sell,-0.4088,3
525,1787692755521,AGIUSDT,Buy,-0.4104,3
526,1787693103032,AGIUSDT,Buy,-1.27759,1
527,1787693514287,AGIUSDT,Sell,-0.43774,2
528,1787693583680,NESAUSDT,Buy,-0.3809,2
529,1787693853790,AGIUSDT,Sell,-0.70007,2
530,1787693873962,HOMEUSDT,Sell,-0.3537,2
531,1787693924939,ACXUSDT,Buy,-0.5346,3
532,1787694031468,AGIUSDT,Sell,-1.07399,0
533,1787694444527,AGIUSDT,Sell,-0.33327,2
534,1787694532436,AGIUSDT,Buy,-1.22682,1
535,1787694538430,AGIUSDT,Buy,-0.83076,3
536,1787695054671,AGIUSDT,Sell,-0.3416,2
537,1787695075435,AGIUSDT,Buy,-0.45384,3
538,1787695675138,APPSTOCKUSDT,Sell,-0.396,3
539,1787695884014,AGIUSDT,Sell,-0.3585,2
540,1787695904886,HOMEUSDT,Sell,-0.33201,2
541,1787696235501,NESAUSDT,Sell,-0.4102,3
542,1787696294617,AGIUSDT,Sell,-0.35372,2
543,1787696511442,BICOUSDT,Sell,-1.133593,0
544,1787696834238,AGIUSDT,Sell,-0.39442,2
545,1787697244941,AGIUSDT,Buy,-0.39674,3
546,1787697424000,AGIUSDT,Sell,-0.51198,2
547,1787697704730,1000RATSUSDT,Sell,-0.4004,3
548,1787698023012,AGIUSDT,Buy,-2.20358,1
549,1787698026925,NESAUSDT,Sell,-1.3432,1
550,1787698032842,AGIUSDT,Buy,-1.72431,3
551,1787698037800,AGIUSDT,Buy,-3.34582,4
552,1787698041596,NESAUSDT,Sell,-2.691,4
553,1787698053609,AGIUSDT,Sell,-0.38025,2
554,1787698673952,AGIUSDT,Sell,-0.35052,2
555,1787698952297,HYUNDAIUSDT,Sell,-1.0829,0
556,1787698972872,1000RATSUSDT,Sell,-1.2649,1
557,1787699056178,1000RATSUSDT,Sell,-2.4934,4
558,1787699344289,AGIUSDT,Sell,-0.37148,2
559,1787700024379,AGIUSDT,Sell,-0.55552,2
560,1787700904462,AGIUSDT,Sell,-0.70928,2
561,1787701023505,AGIUSDT,Sell,-0.4802,2
562,1787701924932,AGIUSDT,Buy,-0.3968,3
563,1787702494116,HOMEUSDT,Sell,-0.4257,2
564,1787702532860,AGIUSDT,Buy,-1.41912,1
565,1787702538781,AGIUSDT,Buy,-0.53393,3
566,1787702543689,AGIUSDT,Buy,-2.8217,4
567,1787702827255,AGIUSDT,Sell,-0.4641,2
568,1787702832119,KSTRUSDT,Sell,-0.4275,3
569,1787702893866,HOMEUSDT,Sell,-0.34132,2
570,1787702923873,KORUUSDT,Sell,-0.3762,2
571,1787703145397,1000BTTUSDT,Buy,-0.39469,3
572,1787703162604,MINIMAXUSDT,Sell,-1.248,1
573,1787703186000,MINIMAXUSDT,Sell,-2.5376,4
574,1787703213806,ARIAUSDT,Buy,-0.33504,2
575,1787703424294,AGIUSDT,Sell,-0.78369,2
576,1787703451376,KORUUSDT,Sell,-1.1088,0
577,1787703921481,HOMEUSDT,Sell,-1.06904,0
578,1787704034195,AGIUSDT,Sell,-0.35121,2
579,1787704265123,1000RATSUSDT,Sell,-0.3916,3
580,1787704454877,1000000MOGUSDT,Sell,-0.43875,3
581,1787704622837,AGIUSDT,Sell,-0.4284,2
582,1787705045035,AGIUSDT,Buy,-0.4539,3
583,1787705095599,AGIUSDT,Buy,-2.5296,4
584,1787705111822,AGIUSDT,Sell,3.83019,0
585,1787705234011,AGIUSDT,Sell,-0.47042,2
586,1787705253791,HOMEUSDT,Sell,-0.36081,2
587,1787705331708,AGIUSDT,Sell,-1.24716,0
588,1787706083784,BLENDUSDT,Sell,-0.36,2
589,1787706144121,AGIUSDT,Sell,-0.54237,2
590,1787706221887,AGIUSDT,Sell,-1.08474,0
591,1787706424534,AGIUSDT,Sell,-0.38775,2
592,1787706428298,1000000MOGUSDT,Sell,-0.3828,2
593,1787707164268,AGIUSDT,Sell,-0.36707,2
594,1787707894480,AGIUSDT,Buy,-0.42911,3
595,1787708094219,AGIUSDT,Sell,-0.68112,2
596,1787708215505,AGIUSDT,Sell,-1.07536,0
597,1787708221985,BLENDUSDT,Sell,-0.41193,2
598,1787708474284,AGIUSDT,Sell,-0.3302,2
599,1787709095855,AGIUSDT,Buy,-0.40132,3
600,1787709183482,HOMEUSDT,Sell,-0.33966,2
601,1787709771502,MOVEUSDT,Sell,-1.216722,0
602,1787709832984,AGIUSDT,Buy,-1.24705,1
603,1787709885206,AGIUSDT,Buy,-0.6799,3
604,1787710019835,HOMEUSDT,Buy,-0.54094,3
605,1787710084322,AGIUSDT,Sell,-0.41184,2
606,1787710394274,FOLKSUSDT,Buy,-0.466488,2
607,1787710445354,BLENDUSDT,Buy,-0.426,3
608,1787710771693,1000000MOGUSDT,Sell,-1.15188,0
609,1787710777612,AGIUSDT,Sell,-0.5096,2
610,1787710985449,1000BTTUSDT,Buy,-0.38276,3
611,1787711217927,MONUSDT,Sell,-0.338635,2
612,1787711293800,AGIUSDT,Sell,-0.37152,2
613,1787711863812,BANANAUSDT,Sell,-0.32054,2
614,1787712235509,AGIUSDT,Buy,-0.4488,3
615,1787712252946,AGIUSDT,Buy,-1.50672,1
616,1787712260163,AGIUSDT,Buy,-3.22608,4
617,1787712813616,AGIUSDT,Sell,-0.37051,2
618,1787713073997,AGIUSDT,Sell,-0.41025,2
619,1787713254725,MOVEUSDT,Sell,-0.32291,2
620,1787713453780,HOMEUSDT,Sell,-0.41408,2
621,1787713653516,AGIUSDT,Sell,-1.03045,2
622,1787713744271,MOVEUSDT,Sell,-0.32144,2
623,1787713902090,MOVEUSDT,Sell,-1.130185,0
624,1787714022003,AGIUSDT,Sell,3.72079,0
625,1787714029258,AGIUSDT,Buy,-0.80738,3
626,1787714052512,AGIUSDT,Buy,-1.23319,1
627,1787714059535,AGIUSDT,Buy,-2.52168,4
628,1787714223622,AGIUSDT,Sell,-0.5452,2
629,1787714581386,AGIUSDT,Sell,-1.0846,0
630,1787714833951,AGIUSDT,Sell,-0.5376,2
631,1787715294848,MOVEUSDT,Buy,-0.41517,3
632,1787715312912,MOVEUSDT,Buy,-1.22985,1
633,1787715420140,AGIUSDT,Sell,-0.34587,2
634,1787715426173,MOVEUSDT,Buy,-2.95264,4
635,1787715693382,MOVEUSDT,Sell,-0.440128,2
636,1787716045354,AGIUSDT,Buy,-0.53865,3
637,1787716050238,AGIUSDT,Buy,-2.45499,4
638,1787716063443,AGIUSDT,Buy,-1.7864,1
639,1787716618143,APLDUSDT,Sell,-0.3614,2
640,1787716694408,MOVEUSDT,Sell,-0.389008,2
641,1787716854522,AGIUSDT,Sell,-0.80864,2
642,1787716935118,1000BTTUSDT,Buy,-0.39643,3
643,1787716954428,BNCUSDT,Sell,-0.3999,3
644,1787717045152,MONUSDT,Buy,-0.38907,3
645,1787717085236,B3USDT,Buy,-0.38399,3
646,1787717089022,BLENDUSDT,Buy,-0.41412,3
647,1787717226908,AGIUSDT,Sell,-0.33402,2
648,1787717273781,FLUIDUSDT,Sell,-0.53889,2
649,1787717314434,FIGHTUSDT,Buy,-0.31668,2
650,1787717344603,FLUIDUSDT,Buy,-0.39468,3
651,1787717824280,AGIUSDT,Sell,-0.42387,2
652,1787717893882,FLUIDUSDT,Sell,-0.4386,2
653,1787718305146,FLUIDUSDT,Buy,-0.47175,3
654,1787718465995,FLUIDUSDT,Buy,-0.45466,3
655,1787718643422,FLUIDUSDT,Sell,-0.45212,2
656,1787718745314,AGIUSDT,Buy,-0.4688,3
