id,date_ms,sym,fund,next
496,1787618154159,BNCUSDT,-0.4525,1787644800000
497,1787618155986,BSPUSDT,0.275,1787644800000
498,1787618157967,CASHCATUSDT,0.1769,1787630400000
499,1787618164546,CSOPSKHYNIX2LUSDT,-0.1522,1787644800000
500,1787618165543,CXMTUSDT,-0.1442,1787644800000
501,1787618179868,GRVTUSDT,-0.8061,1787630400000
502,1787618182500,HOMEUSDT,-0.5563,1787630400000
503,1787618194002,LSKUSDT,0.1589,1787630400000
504,1787618195819,MARAUSDT,0.1865,1787644800000
505,1787618196157,MAUSDT,-0.307,1787644800000
506,1787618203558,NESAUSDT,0.1291,1787630400000
507,1787618735937,ACEUSDT,-0.6347,1787630400000
508,1787618737928,AGIUSDT,-1.0937,1787644800000
509,1787618743313,APPSTOCKUSDT,0.1906,1787644800000
510,1787618749069,B3USDT,-0.3831,1787630400000
511,1787618752360,BICOUSDT,-0.3355,1787644800000
512,1787618754837,BNCUSDT,-0.333,1787644800000
513,1787618756653,BSPUSDT,0.1889,1787644800000
514,1787618780866,GRVTUSDT,-0.6579,1787630400000
515,1787618783510,HOMEUSDT,-0.5475,1787630400000
516,1787618795008,LSKUSDT,0.2461,1787630400000
517,1787618797139,MARAUSDT,0.1147,1787644800000
518,1787618797474,MAUSDT,-0.3252,1787644800000
519,1787618804871,NESAUSDT,0.1046,1787630400000
520,1787619335119,ACEUSDT,-0.6618,1787630400000
521,1787619337732,AGIUSDT,-0.9493,1787644800000
522,1787619342478,APPSTOCKUSDT,0.2015,1787644800000
523,1787619348223,B3USDT,-0.2576,1787630400000
524,1787619351507,BICOUSDT,-0.3014,1787644800000
525,1787619354295,BNCUSDT,-0.214,1787644800000
526,1787619356129,BSPUSDT,0.1295,1787644800000
527,1787619376330,FWDIUSDT,0.1808,1787644800000
528,1787619379940,GRVTUSDT,-0.4931,1787630400000
529,1787619382576,HOMEUSDT,-0.5555,1787630400000
530,1787619394061,LSKUSDT,0.2926,1787630400000
531,1787619396201,MAUSDT,-0.3286,1787644800000
532,1787619403625,NESAUSDT,0.1025,1787630400000
533,1787619935160,ACEUSDT,-0.681,1787630400000
534,1787619937216,AGIUSDT,-0.9517,1787644800000
535,1787619942626,APPSTOCKUSDT,0.2026,1787644800000
536,1787619948719,B3USDT,-0.169,1787630400000
537,1787619952026,BICOUSDT,-0.2737,1787644800000
538,1787619956311,BSPUSDT,0.112,1787644800000
539,1787619976877,FWDIUSDT,0.224,1787644800000
540,1787619980512,GRVTUSDT,-0.3773,1787630400000
541,1787619983155,HOMEUSDT,-0.5418,1787630400000
542,1787619994678,LSKUSDT,0.2347,1787630400000
543,1787619996834,MAUSDT,-0.3326,1787644800000
544,1787620004269,NESAUSDT,0.1296,1787630400000
545,1787620535460,ACEUSDT,-0.6821,1787630400000
546,1787620537452,AGIUSDT,-0.8734,1787644800000
547,1787620542854,APPSTOCKUSDT,0.1808,1787644800000
548,1787620548628,B3USDT,-0.1153,1787630400000
549,1787620551939,BICOUSDT,-0.2227,1787644800000
550,1787620576790,FWDIUSDT,0.174,1787644800000
551,1787620580445,GRVTUSDT,-0.307,1787630400000
552,1787620583091,HOMEUSDT,-0.5495,1787630400000
553,1787620588723,JNJUSDT,0.1142,1787644800000
554,1787620594648,LSKUSDT,0.1651,1787630400000
555,1787620596795,MAUSDT,-0.342,1787644800000
556,1787620599109,MINIMAXUSDT,0.1446,1787644800000
557,1787621135339,ACEUSDT,-0.6109,1787630400000
558,1787621137342,AGIUSDT,-0.6833,1787644800000
559,1787621142736,APPSTOCKUSDT,0.1728,1787644800000
560,1787621152111,BICOUSDT,-0.1953,1787644800000
561,1787621171696,EPICUSDT,-0.1024,1787630400000
562,1787621176965,FWDIUSDT,0.1489,1787644800000
563,1787621180589,GRVTUSDT,-0.2625,1787630400000
564,1787621183229,HOMEUSDT,-0.5565,1787630400000
565,1787621189139,JNJUSDT,0.1283,1787644800000
566,1787621195063,LSKUSDT,0.1183,1787630400000
567,1787621197205,MAUSDT,-0.3482,1787644800000
568,1787621199520,MINIMAXUSDT,0.1036,1787644800000
569,1787621735933,ACEUSDT,-0.5376,1787630400000
570,1787621737933,AGIUSDT,-0.6077,1787644800000
571,1787621743333,APPSTOCKUSDT,0.1679,1787644800000
572,1787621752385,BICOUSDT,-0.1829,1787644800000
573,1787621766847,CXMTUSDT,-0.1577,1787644800000
574,1787621772312,EPICUSDT,-0.1126,1787630400000
575,1787621777584,FWDIUSDT,0.1747,1787644800000
576,1787621781226,GRVTUSDT,-0.2304,1787630400000
577,1787621783886,HOMEUSDT,-0.5671,1787630400000
578,1787621789492,JNJUSDT,0.2035,1787644800000
579,1787621797581,MAUSDT,-0.3534,1787644800000
580,1787622335486,ACEUSDT,-0.4741,1787630400000
581,1787622337790,AGIUSDT,-0.5007,1787644800000
582,1787622342905,APPSTOCKUSDT,0.1713,1787644800000
583,1787622352281,BICOUSDT,-0.1882,1787644800000
584,1787622366106,CXMTUSDT,-0.3185,1787644800000
585,1787622371546,EPICUSDT,-0.1135,1787630400000
586,1787622376830,FWDIUSDT,0.2414,1787644800000
587,1787622380465,GRVTUSDT,-0.2241,1787630400000
588,1787622383110,HOMEUSDT,-0.5554,1787630400000
589,1787622388709,JNJUSDT,0.1583,1787644800000
590,1787622394654,LSKUSDT,0.154,1787630400000
591,1787622396801,MAUSDT,-0.3572,1787644800000
592,1787622935594,ACEUSDT,-0.4274,1787630400000
593,1787622937888,AGIUSDT,-0.4261,1787644800000
594,1787622942329,APPSTOCKUSDT,0.1796,1787644800000
595,1787622951400,BICOUSDT,-0.1898,1787644800000
596,1787622965201,CXMTUSDT,-0.4171,1787644800000
597,1787622970635,EPICUSDT,-0.1061,1787630400000
598,1787622975899,FWDIUSDT,0.2716,1787644800000
599,1787622979541,GRVTUSDT,-0.2132,1787630400000
600,1787622982187,HOMEUSDT,-0.5423,1787630400000
601,1787622987790,JNJUSDT,0.1241,1787644800000
602,1787622993714,LSKUSDT,0.194,1787630400000
603,1787622995857,MAUSDT,-0.3592,1787644800000
604,1787623535238,ACEUSDT,-0.3892,1787630400000
605,1787623537216,AGIUSDT,-0.3593,1787644800000
606,1787623541664,APPSTOCKUSDT,0.1746,1787644800000
607,1787623550706,BICOUSDT,-0.2115,1787644800000
608,1787623564514,CXMTUSDT,-0.5216,1787644800000
609,1787623569937,EPICUSDT,-0.108,1787630400000
610,1787623575197,FWDIUSDT,0.2253,1787644800000
611,1787623578826,GRVTUSDT,-0.2047,1787630400000
612,1787623581461,HOMEUSDT,-0.5316,1787630400000
613,1787623592979,LSKUSDT,0.2276,1787630400000
614,1787623595127,MAUSDT,-0.3517,1787644800000
615,1787624134605,ACEUSDT,-0.3441,1787630400000
616,1787624136588,AGIUSDT,-0.3072,1787644800000
617,1787624141025,APPSTOCKUSDT,0.1608,1787644800000
618,1787624150076,BICOUSDT,-0.26,1787644800000
619,1787624151726,BLUAIUSDT,0.1009,1787630400000
620,1787624152559,BNCUSDT,0.1651,1787644800000
621,1787624154380,BSPUSDT,0.1,1787644800000
622,1787624163930,CXMTUSDT,-0.6381,1787644800000
623,1787624169366,EPICUSDT,-0.1079,1787630400000
624,1787624174639,FWDIUSDT,0.1897,1787644800000
625,1787624175639,GEVUSDT,0.1003,1787644800000
626,1787624178278,GRVTUSDT,-0.2045,1787630400000
627,1787624180919,HOMEUSDT,-0.5298,1787630400000
628,1787624192440,LSKUSDT,0.233,1787630400000
629,1787624194587,MAUSDT,-0.3477,1787644800000
630,1787624735572,ACEUSDT,-0.3044,1787630400000
631,1787624737580,AGIUSDT,-0.2627,1787644800000
632,1787624743318,APPSTOCKUSDT,0.1479,1787644800000
633,1787624752395,BICOUSDT,-0.3036,1787644800000
634,1787624754055,BLUAIUSDT,0.1031,1787630400000
635,1787624754887,BNCUSDT,0.2491,1787644800000
636,1787624756712,BSPUSDT,0.1503,1787644800000
637,1787624766618,CXMTUSDT,-0.7216,1787644800000
638,1787624772067,EPICUSDT,-0.1064,1787630400000
639,1787624777380,FWDIUSDT,0.1677,1787644800000
640,1787624778380,GEVUSDT,0.1135,1787644800000
641,1787624781028,GRVTUSDT,-0.1952,1787630400000
642,1787624783664,HOMEUSDT,-0.5128,1787630400000
643,1787624795503,LSKUSDT,0.2209,1787630400000
644,1787624797655,MAUSDT,-0.3435,1787644800000
645,1787625335860,ACEUSDT,-0.274,1787630400000
646,1787625337868,AGIUSDT,-0.2334,1787644800000
647,1787625343293,APPSTOCKUSDT,0.1352,1787644800000
648,1787625352690,BICOUSDT,-0.3499,1787644800000
649,1787625355158,BNCUSDT,0.3484,1787644800000
650,1787625356976,BSPUSDT,0.2107,1787644800000
651,1787625366529,CXMTUSDT,-0.7534,1787644800000
652,1787625377229,FWDIUSDT,0.1553,1787644800000
653,1787625378222,GEVUSDT,0.1205,1787644800000
654,1787625380851,GRVTUSDT,-0.1906,1787630400000
655,1787625383500,HOMEUSDT,-0.5035,1787630400000
656,1787625395013,LSKUSDT,0.2241,1787630400000
657,1787625397188,MAUSDT,-0.3449,1787644800000
658,1787625934849,ACEUSDT,-0.2622,1787630400000
659,1787625936842,AGIUSDT,-0.2376,1787644800000
660,1787625942391,APPSTOCKUSDT,0.1356,1787644800000
661,1787625951464,BICOUSDT,-0.3766,1787644800000
662,1787625953958,BNCUSDT,0.4049,1787644800000
663,1787625955782,BSPUSDT,0.2431,1787644800000
664,1787625956781,BXUSDT,0.1012,1787644800000
665,1787625965656,CXMTUSDT,-0.7861,1787644800000
666,1787625976367,FWDIUSDT,0.1371,1787644800000
667,1787625977362,GEVUSDT,0.1116,1787644800000
668,1787625979997,GRVTUSDT,-0.1847,1787630400000
669,1787625982636,HOMEUSDT,-0.4909,1787630400000
670,1787625994156,LSKUSDT,0.2532,1787630400000
671,1787625996303,MAUSDT,-0.3487,1787644800000
672,1787626535281,ACEUSDT,-0.2554,1787630400000
673,1787626537900,AGIUSDT,-0.2842,1787644800000
674,1787626542827,APPSTOCKUSDT,0.1293,1787644800000
675,1787626551871,BICOUSDT,-0.4055,1787644800000
676,1787626554665,BNCUSDT,0.4434,1787644800000
677,1787626556485,BSPUSDT,0.261,1787644800000
678,1787626557481,BXUSDT,0.1104,1787644800000
679,1787626566356,CXMTUSDT,-0.8043,1787644800000
680,1787626577055,FWDIUSDT,0.1349,1787644800000
681,1787626578055,GEVUSDT,0.1168,1787644800000
682,1787626580702,GRVTUSDT,-0.1824,1787630400000
683,1787626583346,HOMEUSDT,-0.4746,1787630400000
684,1787626594884,LSKUSDT,0.2564,1787630400000
685,1787626597031,MAUSDT,-0.3546,1787644800000
686,1787627135376,ACEUSDT,-0.2549,1787630400000
687,1787627137370,AGIUSDT,-0.2544,1787644800000
688,1787627142786,APPSTOCKUSDT,0.1276,1787644800000
689,1787627151836,BICOUSDT,-0.4183,1787644800000
690,1787627154315,BNCUSDT,0.4679,1787644800000
691,1787627156444,BSPUSDT,0.2637,1787644800000
692,1787627158423,CASHCATUSDT,0.1008,1787630400000
693,1787627166670,CXMTUSDT,-0.7931,1787644800000
694,1787627177379,FWDIUSDT,0.1309,1787644800000
695,1787627178378,GEVUSDT,0.1164,1787644800000
696,1787627181029,GRVTUSDT,-0.1806,1787630400000
697,1787627183678,HOMEUSDT,-0.4588,1787630400000
698,1787627195192,LSKUSDT,0.2432,1787630400000
699,1787627197338,MAUSDT,-0.3592,1787644800000
700,1787627735262,ACEUSDT,-0.2538,1787630400000
701,1787627737358,AGIUSDT,-0.2391,1787644800000
702,1787627742754,APPSTOCKUSDT,0.1167,1787644800000
703,1787627751827,BICOUSDT,-0.4199,1787644800000
704,1787627754307,BNCUSDT,0.5031,1787644800000
705,1787627756121,BSPUSDT,0.2735,1787644800000
706,1787627758105,CASHCATUSDT,0.1087,1787630400000
707,1787627765999,CXMTUSDT,-0.7613,1787644800000
708,1787627776713,FWDIUSDT,0.1335,1787644800000
709,1787627777710,GEVUSDT,0.1075,1787644800000
710,1787627780352,GRVTUSDT,-0.1776,1787630400000
711,1787627783013,HOMEUSDT,-0.4433,1787630400000
712,1787627794594,LSKUSDT,0.2142,1787630400000
713,1787627796739,MAUSDT,-0.3642,1787644800000
714,1787628334957,ACEUSDT,-0.2509,1787630400000
715,1787628336946,AGIUSDT,-0.2304,1787644800000
716,1787628342389,APPSTOCKUSDT,0.1069,1787644800000
717,1787628351743,BICOUSDT,-0.4218,1787644800000
718,1787628354214,BNCUSDT,0.5412,1787644800000
719,1787628356027,BSPUSDT,0.2832,1787644800000
720,1787628365547,CXMTUSDT,-0.7272,1787644800000
721,1787628376217,FWDIUSDT,0.1241,1787644800000
722,1787628377219,GEVUSDT,0.1101,1787644800000
723,1787628379862,GRVTUSDT,-0.1753,1787630400000
724,1787628382507,HOMEUSDT,-0.4266,1787630400000
725,1787628394049,LSKUSDT,0.1892,1787630400000
726,1787628396195,MAUSDT,-0.3673,1787644800000
727,1787628935340,ACEUSDT,-0.2466,1787630400000
728,1787628937447,AGIUSDT,-0.226,1787644800000
729,1787628952244,BICOUSDT,-0.425,1787644800000
730,1787628954753,BNCUSDT,0.5647,1787644800000
731,1787628956569,BSPUSDT,0.2919,1787644800000
732,1787628966433,CXMTUSDT,-0.6889,1787644800000
733,1787628977132,FWDIUSDT,0.1186,1787644800000
734,1787628978134,GEVUSDT,0.1131,1787644800000
735,1787628980782,GRVTUSDT,-0.1712,1787630400000
736,1787628983424,HOMEUSDT,-0.4096,1787630400000
737,1787628994972,LSKUSDT,0.1758,1787630400000
738,1787628997134,MAUSDT,-0.366,1787644800000
739,1787629534829,ACEUSDT,-0.2402,1787630400000
740,1787629536883,AGIUSDT,-0.2668,1787644800000
741,1787629551339,BICOUSDT,-0.4258,1787644800000
742,1787629553892,BNCUSDT,0.5821,1787644800000
743,1787629555778,BSPUSDT,0.3025,1787644800000
744,1787629565336,CXMTUSDT,-0.6486,1787644800000
745,1787629576024,FWDIUSDT,0.1119,1787644800000
746,1787629577019,GEVUSDT,0.1146,1787644800000
747,1787629579660,GRVTUSDT,-0.1655,1787630400000
748,1787629582303,HOMEUSDT,-0.3943,1787630400000
749,1787629594214,LSKUSDT,0.1577,1787630400000
750,1787629596365,MAUSDT,-0.3653,1787644800000
751,1787630134901,ACEUSDT,-0.2418,1787630400000
752,1787630136893,AGIUSDT,-0.3308,1787644800000
753,1787630151582,BICOUSDT,-0.4233,1787644800000
754,1787630154068,BNCUSDT,0.5862,1787644800000
755,1787630155888,BSPUSDT,0.2942,1787644800000
756,1787630165755,CXMTUSDT,-0.6101,1787644800000
757,1787630177509,GEVUSDT,0.1175,1787644800000
758,1787630180150,GRVTUSDT,-0.1653,1787630400000
759,1787630183101,HOMEUSDT,-0.3788,1787630400000
760,1787630194681,LSKUSDT,0.1424,1787630400000
761,1787630196831,MAUSDT,-0.364,1787644800000
762,1787630736022,ACEUSDT,-0.4678,1787644800000
763,1787630738325,AGIUSDT,-0.3285,1787644800000
764,1787630752453,BICOUSDT,-0.4221,1787644800000
765,1787630754947,BNCUSDT,0.5635,1787644800000
766,1787630756769,BSPUSDT,0.2716,1787644800000
767,1787630766332,CXMTUSDT,-0.5573,1787644800000
768,1787630772288,ESPUSDT,-0.1099,1787644800000
769,1787630778069,GEVUSDT,0.1278,1787644800000
770,1787630780710,GRVTUSDT,-0.1976,1787644800000
771,1787630783359,HOMEUSDT,-0.3102,1787644800000
772,1787630794926,LSKUSDT,0.1833,1787644800000
773,1787630797072,MAUSDT,-0.3629,1787644800000
774,1787630804479,NESAUSDT,0.2718,1787644800000
775,1787631335628,ACEUSDT,-0.496,1787644800000
776,1787631338257,AGIUSDT,-0.3112,1787644800000
777,1787631352076,BICOUSDT,-0.4205,1787644800000
778,1787631354557,BNCUSDT,0.5447,1787644800000
779,1787631356386,BSPUSDT,0.2482,1787644800000
780,1787631365980,CXMTUSDT,-0.5087,1787644800000
781,1787631371927,ESPUSDT,-0.1175,1787644800000
782,1787631377703,GEVUSDT,0.1257,1787644800000
783,1787631380346,GRVTUSDT,-0.1745,1787644800000
784,1787631382985,HOMEUSDT,-0.2539,1787644800000
785,1787631383660,HUSDT,0.1179,1787644800000
786,1787631394598,LSKUSDT,0.1571,1787644800000
787,1787631396741,MAUSDT,-0.3621,1787644800000
788,1787631935490,ACEUSDT,-0.5888,1787644800000
789,1787631937472,AGIUSDT,-0.3382,1787644800000
790,1787631941920,APPSTOCKUSDT,0.1003,1787644800000
791,1787631950996,BICOUSDT,-0.416,1787644800000
792,1787631953471,BNCUSDT,0.535,1787644800000
793,1787631955289,BSPUSDT,0.2332,1787644800000
794,1787631964851,CXMTUSDT,-0.4708,1787644800000
795,1787631976523,GEVUSDT,0.124,1787644800000
796,1787631979160,GRVTUSDT,-0.1635,1787644800000
797,1787631981810,HOMEUSDT,-0.2446,1787644800000
798,1787631993340,LSKUSDT,0.104,1787644800000
799,1787631995485,MAUSDT,-0.3616,1787644800000
800,1787631999603,MOVEUSDT,0.1029,1787644800000
801,1787632535549,ACEUSDT,-0.5936,1787644800000
802,1787632537541,AGIUSDT,-0.3782,1787644800000
803,1787632541984,APPSTOCKUSDT,0.1057,1787644800000
804,1787632551021,BICOUSDT,-0.4119,1787644800000
805,1787632553498,BNCUSDT,0.5127,1787644800000
806,1787632555313,BSPUSDT,0.2251,1787644800000
807,1787632564848,CXMTUSDT,-0.4282,1787644800000
808,1787632576534,GEVUSDT,0.1277,1787644800000
809,1787632579176,GRVTUSDT,-0.146,1787644800000
810,1787632581816,HOMEUSDT,-0.2172,1787644800000
811,1787632595464,MAUSDT,-0.3628,1787644800000
812,1787633134772,ACEUSDT,-0.5528,1787644800000
813,1787633135445,ACXUSDT,-0.1236,1787644800000
814,1787633136775,AGIUSDT,-0.4304,1787644800000
815,1787633142174,APPSTOCKUSDT,0.1074,1787644800000
816,1787633151255,BICOUSDT,-0.4026,1787644800000
817,1787633153745,BNCUSDT,0.4998,1787644800000
818,1787633155565,BSPUSDT,0.2141,1787644800000
819,1787633165130,CXMTUSDT,-0.384,1787644800000
820,1787633176832,GEVUSDT,0.1277,1787644800000
821,1787633179473,GRVTUSDT,-0.1339,1787644800000
822,1787633182116,HOMEUSDT,-0.1973,1787644800000
823,1787633195785,MAUSDT,-0.3631,1787644800000
824,1787633734502,4USDT,0.1067,1787644800000
825,1787633735366,ACEUSDT,-0.5222,1787644800000
826,1787633736096,ACXUSDT,-0.1361,1787644800000
827,1787633737485,AGIUSDT,-0.4542,1787644800000
828,1787633742933,APPSTOCKUSDT,0.113,1787644800000
829,1787633752013,BICOUSDT,-0.393,1787644800000
830,1787633754497,BNCUSDT,0.4947,1787644800000
831,1787633756325,BSPUSDT,0.2073,1787644800000
832,1787633765885,CXMTUSDT,-0.348,1787644800000
833,1787633777589,GEVUSDT,0.1257,1787644800000
834,1787633780553,GRVTUSDT,-0.1351,1787644800000
835,1787633783193,HOMEUSDT,-0.2086,1787644800000
836,1787633796872,MAUSDT,-0.3634,1787644800000
837,1787634335036,ACEUSDT,-0.5101,1787644800000
838,1787634337674,AGIUSDT,-0.4519,1787644800000
839,1787634342448,APPSTOCKUSDT,0.1151,1787644800000
840,1787634351869,BICOUSDT,-0.3857,1787644800000
841,1787634354356,BNCUSDT,0.4944,1787644800000
842,1787634356181,BSPUSDT,0.2112,1787644800000
843,1787634366044,CXMTUSDT,-0.3395,1787644800000
844,1787634378059,GEVUSDT,0.122,1787644800000
845,1787634380703,GRVTUSDT,-0.1328,1787644800000
846,1787634383342,HOMEUSDT,-0.1698,1787644800000
847,1787634397019,MAUSDT,-0.3634,1787644800000
848,1787634935668,ACEUSDT,-0.4732,1787644800000
849,1787634936656,ACXUSDT,-0.1347,1787644800000
850,1787634938295,AGIUSDT,-0.4382,1787644800000
851,1787634942736,APPSTOCKUSDT,0.1194,1787644800000
852,1787634951774,BICOUSDT,-0.3755,1787644800000
853,1787634954247,BNCUSDT,0.4995,1787644800000
854,1787634956064,BSPUSDT,0.2169,1787644800000
855,1787634965624,CXMTUSDT,-0.3657,1787644800000
856,1787634977323,GEVUSDT,0.1167,1787644800000
857,1787634979959,GRVTUSDT,-0.1136,1787644800000
858,1787634982609,HOMEUSDT,-0.1548,1787644800000
859,1787634996252,MAUSDT,-0.3632,1787644800000
860,1787635535039,ACEUSDT,-0.4517,1787644800000
861,1787635535717,ACXUSDT,-0.1301,1787644800000
862,1787635537385,AGIUSDT,-0.4846,1787644800000
863,1787635542473,APPSTOCKUSDT,0.1199,1787644800000
864,1787635551899,BICOUSDT,-0.3641,1787644800000
865,1787635554376,BNCUSDT,0.5108,1787644800000
866,1787635556195,BSPUSDT,0.2222,1787644800000
867,1787635565748,CXMTUSDT,-0.3933,1787644800000
868,1787635577466,GEVUSDT,0.1135,1787644800000
869,1787635580107,GRVTUSDT,-0.1127,1787644800000
870,1787635582749,HOMEUSDT,-0.1297,1787644800000
871,1787635596415,MAUSDT,-0.3642,1787644800000
872,1787636134825,ACEUSDT,-0.4366,1787644800000
873,1787636135534,ACXUSDT,-0.1055,1787644800000
874,1787636136870,AGIUSDT,-0.5033,1787644800000
875,1787636142322,APPSTOCKUSDT,0.1197,1787644800000
876,1787636152060,BICOUSDT,-0.3553,1787644800000
877,1787636154536,BNCUSDT,0.5224,1787644800000
878,1787636156360,BSPUSDT,0.2264,1787644800000
879,1787636165962,CXMTUSDT,-0.415,1787644800000
880,1787636177659,GEVUSDT,0.1068,1787644800000
881,1787636180545,GRVTUSDT,-0.1018,1787644800000
882,1787636183186,HOMEUSDT,-0.1144,1787644800000
883,1787636196868,MAUSDT,-0.3676,1787644800000
884,1787636735409,ACEUSDT,-0.4638,1787644800000
885,1787636737431,AGIUSDT,-0.5216,1787644800000
886,1787636742850,APPSTOCKUSDT,0.1205,1787644800000
887,1787636752272,BICOUSDT,-0.3446,1787644800000
888,1787636754755,BNCUSDT,0.5351,1787644800000
889,1787636756612,BSPUSDT,0.2318,1787644800000
890,1787636766164,CXMTUSDT,-0.429,1787644800000
891,1787636783099,HOMEUSDT,-0.1173,1787644800000
892,1787636796769,MAUSDT,-0.3727,1787644800000
893,1787637335309,ACEUSDT,-0.4756,1787644800000
894,1787637337352,AGIUSDT,-0.552,1787644800000
895,1787637341909,APPSTOCKUSDT,0.1219,1787644800000
896,1787637351115,BICOUSDT,-0.3406,1787644800000
897,1787637353666,BNCUSDT,0.5368,1787644800000
898,1787637355536,BSPUSDT,0.2316,1787644800000
899,1787637365208,CXMTUSDT,-0.4292,1787644800000
900,1787637382567,HOMEUSDT,-0.1208,1787644800000
901,1787637396785,MAUSDT,-0.3743,1787644800000
902,1787637935464,ACEUSDT,-0.4802,1787644800000
903,1787637938083,AGIUSDT,-0.5667,1787644800000
904,1787637942882,APPSTOCKUSDT,0.1261,1787644800000
905,1787637952001,BICOUSDT,-0.3361,1787644800000
906,1787637954486,BNCUSDT,0.5416,1787644800000
907,1787637956329,BSPUSDT,0.2319,1787644800000
908,1787637965987,CXMTUSDT,-0.4367,1787644800000
909,1787637980397,GRVTUSDT,-0.1016,1787644800000
910,1787637983071,HOMEUSDT,-0.1188,1787644800000
911,1787637997176,MAUSDT,-0.3757,1787644800000
912,1787638535815,ACEUSDT,-0.4841,1787644800000
913,1787638537807,AGIUSDT,-0.5532,1787644800000
914,1787638542253,APPSTOCKUSDT,0.1262,1787644800000
915,1787638551329,BICOUSDT,-0.3195,1787644800000
916,1787638553813,BNCUSDT,0.5462,1787644800000
917,1787638555629,BSPUSDT,0.2323,1787644800000
918,1787638565191,CXMTUSDT,-0.4321,1787644800000
919,1787638579558,GRVTUSDT,-0.1041,1787644800000
920,1787638582212,HOMEUSDT,-0.1164,1787644800000
921,1787638596162,MAUSDT,-0.3776,1787644800000
922,1787639135457,ACEUSDT,-0.4731,1787644800000
923,1787639138435,AGIUSDT,-0.6214,1787644800000
924,1787639142881,APPSTOCKUSDT,0.1303,1787644800000
925,1787639151953,BICOUSDT,-0.3054,1787644800000
926,1787639154483,BNCUSDT,0.5531,1787644800000
927,1787639156303,BSPUSDT,0.2349,1787644800000
928,1787639166180,CXMTUSDT,-0.4251,1787644800000
929,1787639180519,GRVTUSDT,-0.1086,1787644800000
930,1787639183168,HOMEUSDT,-0.1087,1787644800000
931,1787639196842,MAUSDT,-0.3808,1787644800000
932,1787639735600,ACEUSDT,-0.4645,1787644800000
933,1787639738219,AGIUSDT,-0.6592,1787644800000
934,1787639742684,APPSTOCKUSDT,0.132,1787644800000
935,1787639751785,BICOUSDT,-0.3062,1787644800000
936,1787639754258,BNCUSDT,0.5519,1787644800000
937,1787639756090,BSPUSDT,0.2396,1787644800000
938,1787639766029,CXMTUSDT,-0.4265,1787644800000
939,1787639780449,GRVTUSDT,-0.1148,1787644800000
940,1787639783096,HOMEUSDT,-0.1026,1787644800000
941,1787639796781,MAUSDT,-0.381,1787644800000
942,1787640336167,ACEUSDT,-0.458,1787644800000
943,1787640338458,AGIUSDT,-0.6649,1787644800000
944,1787640342887,APPSTOCKUSDT,0.1289,1787644800000
945,1787640351915,BICOUSDT,-0.3024,1787644800000
946,1787640354385,BNCUSDT,0.5375,1787644800000
947,1787640356196,BSPUSDT,0.2295,1787644800000
948,1787640365841,CXMTUSDT,-0.4267,1787644800000
949,1787640380442,GRVTUSDT,-0.1201,1787644800000
950,1787640383080,HOMEUSDT,-0.1038,1787644800000
951,1787640396696,MAUSDT,-0.3812,1787644800000
952,1787640935594,ACEUSDT,-0.4483,1787644800000
953,1787640937606,AGIUSDT,-0.6874,1787644800000
954,1787640943042,APPSTOCKUSDT,0.1304,1787644800000
955,1787640952467,BICOUSDT,-0.3003,1787644800000
956,1787640954985,BNCUSDT,0.5176,1787644800000
957,1787640956856,BSPUSDT,0.2181,1787644800000
958,1787640966578,CXMTUSDT,-0.4213,1787644800000
959,1787640981067,GRVTUSDT,-0.1225,1787644800000
960,1787640983761,HOMEUSDT,-0.1113,1787644800000
961,1787640997627,MAUSDT,-0.3832,1787644800000
962,1787641535532,ACEUSDT,-0.4369,1787644800000
963,1787641537667,AGIUSDT,-0.7268,1787644800000
964,1787641543083,APPSTOCKUSDT,0.1321,1787644800000
965,1787641552119,BICOUSDT,-0.295,1787644800000
966,1787641554588,BNCUSDT,0.5013,1787644800000
967,1787641556404,BSPUSDT,0.2104,1787644800000
968,1787641563012,COTIUSDT,-0.124,1787644800000
969,1787641565983,CXMTUSDT,-0.4088,1787644800000
970,1787641580335,GRVTUSDT,-0.1194,1787644800000
971,1787641583012,HOMEUSDT,-0.1134,1787644800000
972,1787641596686,MAUSDT,-0.3828,1787644800000
973,1787642135343,ACEUSDT,-0.4251,1787644800000
974,1787642137890,AGIUSDT,-0.7246,1787644800000
975,1787642143959,APPSTOCKUSDT,0.1321,1787644800000
976,1787642153071,BICOUSDT,-0.2862,1787644800000
977,1787642155554,BNCUSDT,0.4923,1787644800000
978,1787642157376,BSPUSDT,0.2018,1787644800000
979,1787642167003,CXMTUSDT,-0.3943,1787644800000
980,1787642181397,GRVTUSDT,-0.1202,1787644800000
981,1787642184063,HOMEUSDT,-0.1145,1787644800000
982,1787642197831,MAUSDT,-0.381,1787644800000
983,1787642735181,ACEUSDT,-0.4245,1787644800000
984,1787642738111,AGIUSDT,-0.6951,1787644800000
985,1787642742864,APPSTOCKUSDT,0.1364,1787644800000
986,1787642751962,BICOUSDT,-0.2755,1787644800000
987,1787642754770,BNCUSDT,0.4863,1787644800000
988,1787642756620,BSPUSDT,0.1916,1787644800000
989,1787642766225,CXMTUSDT,-0.3748,1787644800000
990,1787642780787,GRVTUSDT,-0.1201,1787644800000
991,1787642783454,HOMEUSDT,-0.1099,1787644800000
992,1787642797261,MAUSDT,-0.3807,1787644800000
993,1787643336325,ACEUSDT,-0.4373,1787644800000
